timestamp,open,high,low,close,volume
2025-12-16,86421.58,88144.98,85264.64,87851.74,29881.81
2025-12-17,87851.74,90343.35,85280.69,86223.21,36654.93
2025-12-18,86223.21,89450.72,84424.2,85478.7,37000.62
2025-12-19,85478.7,89360.77,85085.96,88107.2,30053.32
2025-12-20,88107.2,88542.21,87793.71,88340.83,5509.23
2025-12-21,88340.83,89047.71,87586.96,88647.8,9049.14
2025-12-22,88647.8,90551.12,87881.68,88566.92,29006.12
2025-12-23,88566.92,88897.58,86559.41,87440.81,23920.9
2025-12-24,87440.81,88003.03,86365.36,87620.12,16558.92
2025-12-25,87620.12,88545.97,86913.66,87183.32,8950.93
2025-12-26,87183.32,89503.42,86589.77,87315.1,24423.76
2025-12-27,87315.1,87925.14,87154.06,87823.31,4960.63
2025-12-28,87823.31,88018.43,87381.32,87886.81,5733.05
2025-12-29,87886.81,90327.16,86704.68,87133.26,30609.16
2025-12-30,87133.26,89341.34,86732.68,88410.54,22736.07
2025-12-31,88410.54,89105.68,87109.45,87519.13,18255.84
2026-01-01,87519.13,88806.59,87400.21,88742.68,9510.96
2026-01-02,88742.68,90940.54,88289.33,89959.25,32178.91
2026-01-03,89959.25,90692.56,89288.1,90598.87,8300.07
2026-01-04,90598.87,91750.6,90598.62,91499.58,10582.97
2026-01-05,91499.58,94804.38,91483.13,93871.45,32652.53
2026-01-06,93871.45,94428.7,91210.45,93720.48,29297.33
2026-01-07,93720.48,93720.65,90363.64,91287.12,26753.28
2026-01-08,91287.12,91578.27,89212.31,91032.92,29489.79
2026-01-09,91032.92,91948.91,89596.59,90524.71,29088.95
2026-01-10,90524.71,90713.65,90279.2,90391.76,4793.55
2026-01-11,90391.76,91164.56,90122.7,90885.04,7635.61
2026-01-12,90885.04,92416.57,90020.58,91199.65,31732.96
2026-01-13,91199.65,96126.37,90944.45,95374.03,46070.59
2026-01-14,95374.03,97943.22,94530.69,96945.09,50778.17
2026-01-15,96945.09,97178.67,95102.98,95583.86,33226.15
2026-01-16,95583.86,95835.5,95123.12,95697.68,4133.61
